syn_error_rate,connection_time,destination_same_source_port_rate,destination_different_server_rate,connection_status,connection_count,destination_server_different_host_rate,suspicious_activity,protocol,server_different_host_rate,destination_server_syn_error_rate,destination_host_server_count,destination_same_server_rate,fragment_errors,compromised_count,source_bytes,service_type,destination_syn_error_rate,same_server_rate,reset_error_rate,server_request_count,destination_server_reset_error_rate,server_reset_error_rate,server_syn_error_rate,destination_bytes,guest_login,authentication_status,destination_host_count,destination_reset_error_rate,different_server_rate,class
0.0,0,0.0,0.02,SF,5,0.0,0,tcp,0.0,0.01,187,0.88,0,0,302,http,0.0,1.0,0.0,5,0.01,0.0,0.0,1380,0,1,212,0.0,0.0,normal
0.0,0,0.0,0.0,SF,28,0.0,0,tcp,0.0,0.0,255,1.0,0,0,355,http,0.0,1.0,0.0,28,0.0,0.0,0.0,870,0,1,255,0.0,0.0,normal
0.0,18,0.01,0.04,SF,1,0.0,0,tcp,0.0,0.0,1,0.01,0,0,106,telnet,0.0,1.0,0.0,1,0.0,0.0,0.0,1468,0,0,117,0.0,0.0,normal
0.0,0,0.02,0.0,SF,16,0.05,0,tcp,0.0,0.0,255,1.0,0,0,286,http,0.0,1.0,0.0,16,0.0,0.0,0.0,1423,0,1,64,0.0,0.0,normal
0.0,0,0.01,0.0,SF,1,0.01,0,tcp,1.0,0.0,255,1.0,0,0,168,http,0.0,1.0,0.0,2,0.0,0.0,0.0,9551,0,1,230,0.0,0.0,normal
0.0,0,0.01,0.0,SF,39,0.01,0,tcp,0.0,0.0,255,1.0,0,0,238,http,0.0,1.0,0.0,39,0.0,0.0,0.0,864,0,1,137,0.0,0.0,normal
0.0,0,0.08,0.0,SF,6,0.05,0,tcp,0.0,0.0,255,1.0,0,0,291,http,0.0,1.0,0.0,6,0.0,0.0,0.0,10369,0,1,13,0.0,0.0,normal
0.0,0,0.04,0.11,SF,1,0.02,0,tcp,0.0,0.0,129,0.74,0,0,749,smtp,0.0,1.0,0.0,1,0.0,0.0,0.0,330,0,1,27,0.0,0.0,normal
0.0,0,0.0,0.0,SF,12,0.01,0,tcp,0.0,0.0,255,1.0,0,0,198,http,0.0,1.0,0.0,12,0.01,0.0,0.0,6924,0,1,230,0.01,0.0,normal
0.0,0,0.2,0.0,SF,1,0.02,0,tcp,0.75,0.0,255,1.0,0,0,167,http,0.0,1.0,0.0,4,0.0,0.25,0.0,709,0,1,5,0.0,0.0,normal
0.0,0,0.01,0.0,SF,17,0.03,0,tcp,0.06,0.0,255,1.0,0,0,241,http,0.0,1.0,0.0,35,0.0,0.0,0.0,851,0,1,127,0.0,0.0,normal
0.0,0,0.0,0.0,SF,6,0.0,0,tcp,0.0,0.0,255,1.0,0,0,337,http,0.0,1.0,0.0,6,0.0,0.0,0.0,3360,0,1,255,0.0,0.0,normal
0.0,0,0.01,0.04,SF,1,0.01,0,tcp,0.0,0.01,156,0.41,0,0,729,smtp,0.0,1.0,0.0,1,0.0,0.0,0.0,328,0,1,106,0.0,0.0,normal
0.0,0,0.01,0.0,SF,3,0.0,0,tcp,0.0,0.0,255,1.0,0,0,222,http,0.0,1.0,0.0,3,0.0,0.0,0.0,1483,0,1,255,0.0,0.0,normal
0.0,0,0.14,0.0,REJ,1,0.24,0,tcp,0.0,0.0,255,1.0,0,0,0,http,0.0,1.0,1.0,1,0.91,1.0,0.0,0,0,0,7,1.0,0.0,normal
0.0,0,0.0,0.0,SF,145,0.0,0,udp,0.01,0.0,255,1.0,0,0,46,domain_u,0.0,1.0,0.0,225,0.0,0.0,0.0,134,0,0,255,0.0,0.0,normal
0.0,0,1.0,0.0,SF,1,0.07,0,tcp,0.0,0.0,255,1.0,0,0,246,http,0.0,1.0,0.0,1,0.0,0.0,0.0,2719,0,1,1,0.0,0.0,normal
0.0,0,0.02,0.0,SF,8,0.02,0,tcp,0.0,0.0,255,1.0,0,0,222,http,0.0,1.0,0.0,8,0.0,0.0,0.0,771,0,1,45,0.0,0.0,normal
0.0,409,0.0,0.01,SF,1,0.0,0,tcp,0.0,0.88,113,0.45,0,2,279,telnet,0.8,1.0,0.0,1,0.0,0.0,0.0,9598,0,1,251,0.0,0.0,normal
0.0,0,0.01,0.0,SF,12,0.0,0,tcp,0.0,0.0,255,1.0,0,0,226,http,0.0,1.0,0.0,12,0.0,0.0,0.0,651,0,1,255,0.0,0.0,normal
0.0,0,0.0,0.0,SF,26,0.0,0,tcp,0.07,0.0,255,1.0,0,0,299,http,0.0,1.0,0.0,44,0.0,0.0,0.0,447,0,1,255,0.0,0.0,normal
0.0,0,0.36,0.27,SF,2,0.02,0,tcp,0.0,0.01,88,0.36,0,0,12,ftp_data,0.0,1.0,0.0,2,0.0,0.0,0.0,0,0,1,11,0.0,0.0,normal
0.0,0,0.01,0.0,SF,30,0.03,0,tcp,0.06,0.01,255,1.0,0,0,281,http,0.0,1.0,0.0,31,0.0,0.0,0.0,1951,0,1,77,0.0,0.0,normal
0.0,0,0.01,0.01,SF,4,0.0,0,udp,0.5,0.0,245,0.96,0,0,42,domain_u,0.0,1.0,0.0,6,0.0,0.0,0.0,42,0,0,255,0.0,0.0,normal
0.0,0,0.0,0.0,SF,15,0.0,0,tcp,0.0,0.0,255,1.0,0,0,263,http,0.0,1.0,0.0,15,0.0,0.0,0.0,453,0,1,255,0.0,0.0,normal
0.0,0,0.0,0.02,RSTO,1,0.0,0,tcp,0.0,0.0,43,0.2,0,0,0,ftp,0.0,1.0,1.0,1,0.12,1.0,0.0,0,0,0,212,0.06,0.0,normal
0.0,0,0.06,0.0,SF,18,0.03,0,tcp,0.0,0.0,255,1.0,0,0,283,http,0.0,1.0,0.0,18,0.0,0.0,0.0,1980,0,1,18,0.0,0.0,normal
0.0,0,0.5,0.0,SF,2,0.05,0,tcp,0.0,0.0,255,1.0,0,0,161,http,0.0,1.0,0.0,2,0.0,0.0,0.0,5530,0,1,2,0.0,0.0,normal
0.0,0,0.0,0.0,SF,7,0.01,0,tcp,0.27,0.0,255,1.0,0,0,211,http,0.0,1.0,0.0,11,0.0,0.0,0.0,321,0,1,211,0.0,0.0,normal
0.0,0,0.03,0.0,SF,7,0.04,0,tcp,0.0,0.0,255,1.0,0,0,201,http,0.0,1.0,0.0,7,0.0,0.0,0.0,1701,0,1,32,0.0,0.0,normal
0.0,0,0.95,0.67,SF,3,0.0,0,udp,0.0,0.0,1,0.0,0,0,147,other,0.0,0.33,0.0,1,0.0,0.0,0.0,0,0,0,255,0.0,0.67,normal
0.0,0,0.25,0.09,SF,1,0.05,0,tcp,0.0,0.0,38,0.25,0,0,567,ftp_data,0.0,1.0,0.0,1,0.0,0.0,0.0,0,0,0,53,0.0,0.0,normal
0.0,0,0.01,0.0,SF,7,0.0,0,tcp,0.0,0.0,255,1.0,0,0,320,http,0.0,1.0,0.0,7,0.0,0.0,0.0,420,0,1,255,0.0,0.0,normal
0.5,0,0.01,0.05,S0,2,0.02,0,tcp,0.0,0.02,101,0.4,0,0,0,smtp,0.01,1.0,0.0,2,0.0,0.0,0.5,0,0,0,160,0.0,0.0,normal
0.0,0,0.02,0.0,SF,4,0.04,0,tcp,0.0,0.0,255,1.0,0,0,204,http,0.0,1.0,0.0,4,0.0,0.0,0.0,1229,0,1,54,0.0,0.0,normal
0.0,0,0.31,0.02,SF,1,0.0,0,tcp,0.0,0.0,81,0.32,0,0,10389,ftp_data,0.0,1.0,0.0,1,0.0,0.0,0.0,0,0,1,255,0.0,0.0,normal
0.04,0,0.0,0.0,SF,28,0.0,0,tcp,0.08,0.0,255,1.0,0,0,344,http,0.0,1.0,0.0,60,0.0,0.0,0.03,573,0,1,255,0.0,0.0,normal
0.0,0,0.01,0.0,SF,15,0.01,0,tcp,0.11,0.0,255,1.0,0,0,243,http,0.0,1.0,0.0,19,0.0,0.0,0.0,821,0,1,107,0.0,0.0,normal
0.0,0,0.01,0.01,SF,3,0.0,0,udp,0.0,0.0,239,0.94,0,0,105,private,0.0,0.67,0.0,2,0.0,0.0,0.0,146,0,0,255,0.0,0.67,normal
0.0,1,0.0,0.02,SF,1,0.01,0,tcp,1.0,0.0,154,0.58,0,0,1080,smtp,0.0,1.0,0.0,2,0.0,0.0,0.0,327,0,1,202,0.0,0.0,normal
0.0,0,0.0,0.6,SF,2,0.0,0,tcp,0.0,0.09,11,0.04,0,0,657,smtp,0.0,0.5,0.0,1,0.0,0.0,0.0,326,0,1,255,0.0,1.0,normal
0.0,0,0.01,0.0,SF,9,0.0,0,tcp,0.0,0.0,255,1.0,0,0,284,http,0.0,1.0,0.0,9,0.0,0.0,0.0,765,0,1,255,0.0,0.0,normal
0.0,0,0.0,0.0,SF,22,0.0,0,tcp,0.0,0.0,255,1.0,0,0,261,http,0.0,1.0,0.0,22,0.0,0.0,0.0,15455,0,1,255,0.0,0.0,normal
0.0,0,0.0,0.0,SF,1,0.0,0,tcp,1.0,0.0,255,1.0,0,0,317,http,0.0,1.0,0.0,2,0.0,0.0,0.0,315,0,1,255,0.0,0.0,normal
0.0,0,0.14,0.03,SF,8,0.0,0,udp,0.0,0.0,36,0.14,0,0,33,domain_u,0.0,1.0,0.0,8,0.0,0.0,0.0,0,0,0,255,0.0,0.0,normal
0.0,0,0.01,0.01,SF,195,0.0,0,udp,0.01,0.0,234,0.92,0,0,44,domain_u,0.0,1.0,0.0,197,0.0,0.0,0.0,70,0,0,255,0.0,0.0,normal
0.0,0,0.0,0.0,SF,4,0.0,0,tcp,0.56,0.0,255,1.0,0,0,215,http,0.0,1.0,0.0,9,0.0,0.0,0.0,584,0,1,255,0.0,0.0,normal
0.0,0,0.01,0.0,SF,14,0.03,0,tcp,0.0,0.0,255,1.0,0,0,332,http,0.0,1.0,0.0,14,0.0,0.0,0.0,2844,0,1,142,0.0,0.0,normal
0.0,1,0.01,0.03,SF,1,0.02,0,tcp,1.0,0.0,164,0.75,0,0,978,smtp,0.0,1.0,0.0,3,0.0,0.0,0.0,334,0,1,128,0.0,0.0,normal
0.0,0,0.01,0.0,SF,10,0.02,0,tcp,0.0,0.0,255,1.0,0,0,296,http,0.0,1.0,0.0,10,0.0,0.0,0.0,5670,0,1,69,0.0,0.0,normal
0.0,0,0.02,0.0,SF,10,0.02,0,tcp,0.18,0.0,255,1.0,0,0,214,http,0.0,1.0,0.0,11,0.0,0.0,0.0,9986,0,1,66,0.0,0.0,normal
0.0,0,0.55,0.05,SF,1,0.0,0,udp,0.0,0.0,23,0.55,0,0,48,ntp_u,0.0,1.0,0.0,1,0.0,0.0,0.0,48,0,0,42,0.0,0.0,normal
0.0,0,0.07,0.0,SF,5,0.03,0,tcp,0.0,0.0,255,1.0,0,0,226,http,0.0,1.0,0.0,5,0.0,0.0,0.0,1301,0,1,14,0.0,0.0,normal
0.0,0,0.06,0.01,SF,20,0.0,0,icmp,0.0,0.0,16,0.06,0,0,78,urp_i,0.0,0.4,0.0,8,0.0,0.0,0.0,0,0,0,255,0.0,0.1,normal
0.0,0,0.12,0.0,REJ,1,0.18,0,tcp,0.0,0.0,38,1.0,0,0,0,http,0.0,1.0,1.0,1,1.0,1.0,0.0,0,0,0,8,1.0,0.0,normal
0.0,0,0.02,0.0,SF,1,0.04,0,tcp,0.16,0.0,255,1.0,0,0,294,http,0.0,1.0,0.0,19,0.0,0.0,0.0,3327,0,1,57,0.0,0.0,normal
0.0,0,0.01,0.0,SF,7,0.03,0,tcp,0.0,0.0,255,1.0,0,0,220,http,0.0,1.0,0.0,7,0.0,0.0,0.0,1249,0,1,159,0.0,0.0,normal
0.0,0,0.0,0.0,SF,8,0.0,0,tcp,0.22,0.0,255,1.0,0,0,196,http,0.0,1.0,0.0,9,0.0,0.0,0.0,3282,0,1,255,0.0,0.0,normal
0.0,0,0.02,0.0,SF,4,0.02,0,tcp,0.25,0.0,255,1.0,0,0,327,http,0.0,1.0,0.0,8,0.0,0.0,0.0,4482,0,1,58,0.0,0.0,normal
0.0,0,0.33,0.5,SF,2,0.0,0,tcp,0.0,0.0,2,0.33,0,0,319,ftp_data,0.0,1.0,0.0,2,0.0,0.0,0.0,0,0,0,6,0.0,0.0,normal
0.0,0,0.0,0.29,SF,1,0.03,0,tcp,0.0,0.0,64,0.24,0,0,1087,smtp,0.0,1.0,0.0,1,0.0,0.0,0.0,302,0,1,246,0.26,0.0,normal
0.0,0,0.02,0.0,SF,18,0.02,0,tcp,0.0,0.01,255,1.0,0,0,210,http,0.0,1.0,0.0,18,0.0,0.0,0.0,3754,0,1,62,0.0,0.0,normal
0.0,0,0.08,0.0,REJ,1,0.15,0,tcp,0.0,0.0,255,1.0,0,0,0,http,0.0,1.0,1.0,1,0.79,1.0,0.0,0,0,0,12,1.0,0.0,normal
0.0,0,0.01,0.0,SF,6,0.03,0,tcp,0.0,0.0,255,1.0,0,0,234,http,0.0,1.0,0.0,6,0.0,0.0,0.0,6282,0,1,106,0.0,0.0,normal
0.0,0,0.02,0.0,SF,3,0.02,0,tcp,0.0,0.0,255,1.0,0,0,237,http,0.0,1.0,0.0,3,0.0,0.0,0.0,1461,0,1,59,0.0,0.0,normal
0.0,0,0.0,0.0,SF,3,0.01,0,tcp,0.0,0.0,255,1.0,0,0,200,http,0.0,1.0,0.0,3,0.0,0.0,0.0,955,0,1,250,0.0,0.0,normal
0.0,0,0.04,0.0,SF,7,0.01,0,tcp,0.33,0.0,255,1.0,0,0,219,http,0.0,1.0,0.0,9,0.0,0.0,0.0,657,0,1,28,0.0,0.0,normal
0.0,0,0.02,0.0,SF,1,0.07,0,tcp,0.0,0.0,255,1.0,0,0,284,http,0.0,1.0,0.0,1,0.0,0.0,0.0,5921,0,1,49,0.0,0.0,normal
0.0,0,0.01,0.0,SF,5,0.01,0,tcp,0.0,0.0,255,1.0,0,0,325,http,0.0,1.0,0.0,5,0.0,0.0,0.0,426,0,1,187,0.0,0.0,normal
0.0,0,1.0,0.0,SF,1,0.0,0,icmp,0.0,0.0,247,1.0,0,0,30,eco_i,0.0,1.0,0.0,1,0.0,0.0,0.0,0,0,0,247,0.0,0.0,normal
0.0,0,1.0,0.0,SF,1,0.04,0,tcp,0.88,0.0,255,1.0,0,0,335,http,0.0,1.0,0.0,8,0.0,0.0,0.0,7902,0,1,1,0.0,0.0,normal
0.0,0,1.0,0.0,SF,2,0.01,0,udp,0.75,0.0,171,1.0,0,0,36,domain_u,0.0,1.0,0.0,4,0.0,0.0,0.0,0,0,0,67,0.0,0.0,normal
0.0,0,0.01,0.0,SF,122,0.0,0,udp,0.01,0.0,255,1.0,0,0,43,domain_u,0.0,1.0,0.0,188,0.0,0.0,0.0,43,0,0,255,0.0,0.0,normal
0.0,0,0.17,0.0,REJ,1,0.24,0,tcp,0.0,0.0,55,1.0,0,0,0,http,0.0,1.0,1.0,1,1.0,1.0,0.0,0,0,0,6,1.0,0.0,normal
0.0,0,0.08,0.0,SF,1,0.05,0,tcp,0.1,0.0,255,1.0,0,0,216,http,0.0,1.0,0.0,21,0.0,0.0,0.0,1956,0,1,12,0.0,0.0,normal
0.0,0,0.0,0.01,SF,139,0.0,0,udp,0.0,0.0,166,0.65,0,0,44,domain_u,0.0,1.0,0.0,139,0.0,0.0,0.0,78,0,0,255,0.0,0.0,normal
0.0,0,0.0,0.0,SF,7,0.0,0,tcp,0.0,0.01,255,1.0,0,0,347,http,0.01,1.0,0.0,7,0.02,0.0,0.0,8113,0,1,255,0.02,0.0,normal
0.0,1,0.01,0.05,SF,1,0.02,0,tcp,0.0,0.01,104,0.44,0,0,570,smtp,0.01,1.0,0.0,1,0.0,0.0,0.0,280,0,1,126,0.01,0.0,normal
0.0,0,0.03,0.0,SF,8,0.05,0,tcp,0.0,0.0,255,1.0,0,0,219,http,0.0,1.0,0.0,8,0.0,0.0,0.0,17540,0,1,36,0.0,0.0,normal
0.0,0,0.88,0.53,SF,3,0.0,0,udp,0.0,0.0,1,0.0,0,0,146,other,0.0,0.33,0.0,1,0.0,0.0,0.0,0,0,0,255,0.0,1.0,normal
0.0,0,0.04,0.0,SF,1,0.0,0,tcp,0.0,0.08,25,1.0,0,0,0,time,0.08,1.0,0.0,1,0.04,0.0,0.0,4,0,0,25,0.04,0.0,normal
0.0,0,0.0,0.0,SF,13,0.0,0,tcp,0.08,0.0,255,1.0,0,0,233,http,0.0,1.0,0.0,26,0.0,0.0,0.0,581,0,1,255,0.0,0.0,normal
0.0,0,0.17,0.08,SF,1,0.08,0,tcp,0.0,0.0,24,0.17,0,0,276,ftp_data,0.0,1.0,0.0,1,0.0,0.0,0.0,0,0,0,76,0.0,0.0,normal
0.0,0,0.0,0.01,SF,77,0.0,0,udp,0.01,0.0,242,0.95,0,0,44,domain_u,0.0,1.0,0.0,157,0.0,0.0,0.0,139,0,0,255,0.0,0.0,normal
0.0,7805,0.02,0.08,SF,1,0.0,1,tcp,0.0,0.0,7,0.14,0,19,1828,telnet,0.0,1.0,0.0,1,0.0,0.0,0.0,148722,0,1,51,0.0,0.0,normal
0.0,0,0.04,0.0,SF,2,0.02,0,tcp,0.33,0.0,255,1.0,0,0,200,http,0.0,1.0,0.0,12,0.0,0.0,0.0,764,0,1,23,0.0,0.0,normal
0.0,0,0.0,0.0,SF,11,0.0,0,udp,0.15,0.0,255,1.0,0,0,46,domain_u,0.0,1.0,0.0,20,0.0,0.0,0.0,46,0,0,255,0.0,0.0,normal
0.0,0,0.01,0.0,SF,9,0.02,0,tcp,0.0,0.0,255,1.0,0,0,216,http,0.0,1.0,0.0,9,0.29,0.0,0.0,5284,0,1,123,0.44,0.0,normal
0.0,0,0.0,0.0,SF,28,0.0,0,tcp,0.0,0.0,255,1.0,0,0,234,http,0.0,1.0,0.0,28,0.0,0.0,0.0,997,0,1,255,0.0,0.0,normal
0.0,0,0.04,0.0,SF,12,0.04,0,tcp,0.08,0.01,255,1.0,0,0,220,http,0.0,1.0,0.0,25,0.0,0.0,0.04,1643,0,1,25,0.0,0.0,normal
0.0,0,0.01,0.01,SF,7,0.0,0,udp,0.0,0.0,226,0.89,0,0,105,private,0.0,0.14,0.0,1,0.0,0.0,0.0,146,0,0,255,0.0,0.29,normal
0.0,0,0.08,0.0,REJ,1,0.04,0,tcp,0.0,0.0,255,1.0,0,0,0,http,0.0,1.0,1.0,1,0.02,1.0,0.0,0,0,0,12,0.08,0.0,normal
0.0,0,0.07,0.0,SF,14,0.05,0,tcp,0.12,0.0,255,1.0,0,0,288,http,0.0,1.0,0.0,16,0.0,0.0,0.0,2881,0,1,14,0.0,0.0,normal
0.0,0,0.0,0.0,SF,2,0.0,0,tcp,0.0,0.0,255,1.0,0,0,279,http,0.0,1.0,0.0,2,0.0,0.0,0.0,494,0,1,255,0.0,0.0,normal
0.0,0,0.45,0.01,SF,2,0.0,0,tcp,0.67,0.0,115,0.45,0,0,192,ftp_data,0.0,1.0,0.0,3,0.0,0.0,0.0,0,0,1,255,0.0,0.0,normal
0.0,7,0.01,0.07,SF,1,0.0,0,tcp,0.0,0.0,1,0.01,0,0,105,telnet,0.0,1.0,0.0,1,0.0,0.0,0.0,1401,0,1,84,0.0,0.0,normal
0.0,10,0.0,0.03,SF,1,0.0,0,tcp,0.0,0.0,142,0.56,0,0,1330,smtp,0.0,1.0,0.0,1,0.0,0.0,0.0,282,0,1,255,0.0,0.0,normal
0.0,0,0.01,0.0,SF,10,0.04,0,tcp,0.17,0.0,255,1.0,0,0,230,http,0.0,1.0,0.0,18,0.0,0.0,0.0,362,0,1,121,0.0,0.0,normal
0.0,0,0.0,0.0,SF,71,0.0,0,udp,0.01,0.0,255,1.0,0,0,44,domain_u,0.0,1.0,0.0,151,0.0,0.0,0.0,110,0,0,255,0.0,0.0,normal
0.0,0,0.08,0.0,SF,12,0.03,0,tcp,0.0,0.0,255,1.0,0,0,271,http,0.0,1.0,0.0,12,0.0,0.0,0.0,3582,0,1,12,0.0,0.0,normal
0.0,0,0.02,0.0,SF,6,0.03,0,tcp,0.0,0.0,255,1.0,0,0,179,http,0.0,1.0,0.0,6,0.0,0.0,0.0,1668,0,1,52,0.0,0.0,normal
0.0,0,0.13,0.02,SF,6,0.05,0,tcp,0.0,0.0,39,0.13,0,0,852,ftp_data,0.0,1.0,0.0,6,0.0,0.0,0.0,0,0,0,219,0.0,0.0,normal
0.0,0,0.01,0.0,SF,5,0.01,0,tcp,0.15,0.0,255,1.0,0,0,222,http,0.0,1.0,0.0,13,0.0,0.0,0.0,310,0,1,170,0.0,0.0,normal
0.0,0,0.0,0.0,SF,7,0.0,0,tcp,0.0,0.0,255,1.0,0,0,314,http,0.0,1.0,0.0,7,0.0,0.0,0.0,4137,0,1,255,0.0,0.0,normal
0.0,0,0.04,0.0,SF,1,0.04,0,tcp,0.29,0.0,255,1.0,0,0,230,http,0.0,1.0,0.0,17,0.01,0.0,0.0,6880,0,1,24,0.0,0.0,normal
0.0,0,0.01,0.02,SF,1,0.02,0,tcp,0.0,0.0,132,0.57,0,0,857,smtp,0.0,1.0,0.0,1,0.0,0.0,0.0,327,0,1,173,0.0,0.0,normal
0.0,0,0.11,0.0,SF,9,0.04,0,tcp,0.0,0.0,255,1.0,0,0,234,http,0.0,1.0,0.0,9,0.0,0.0,0.0,1707,0,1,9,0.0,0.0,normal
0.0,0,0.0,0.0,SF,9,0.0,0,tcp,0.0,0.0,255,1.0,0,0,215,http,0.0,1.0,0.0,9,0.0,0.0,0.0,6367,0,1,255,0.0,0.0,normal
0.0,0,0.0,0.01,SF,215,0.0,0,udp,0.0,0.0,250,0.98,0,0,46,domain_u,0.0,1.0,0.0,215,0.0,0.0,0.0,46,0,0,255,0.0,0.0,normal
0.0,0,0.0,0.01,SF,1,0.0,0,udp,0.0,0.0,217,0.95,0,0,105,private,0.0,1.0,0.0,1,0.0,0.0,0.0,146,0,0,229,0.0,0.0,normal
0.0,0,0.0,0.01,SF,4,0.0,0,tcp,0.0,0.0,239,0.94,0,0,305,http,0.0,1.0,0.0,4,0.0,0.0,0.0,2507,0,1,255,0.0,0.0,normal
0.0,0,0.01,0.0,SF,12,0.02,0,tcp,0.0,0.0,255,1.0,0,0,336,http,0.0,1.0,0.0,12,0.0,0.0,0.0,15767,0,1,95,0.0,0.0,normal
0.0,5784,0.82,0.53,SF,1,0.0,0,udp,0.0,0.0,3,0.01,0,0,147,other,0.0,1.0,0.0,1,0.0,0.0,0.0,105,0,0,255,0.0,0.0,normal
0.0,0,0.14,0.0,SF,3,0.21,0,tcp,0.0,0.01,255,1.0,0,0,335,http,0.0,1.0,0.0,3,0.96,0.0,0.0,1212,0,1,7,0.43,0.0,normal
0.0,0,0.01,0.0,SF,1,0.02,0,tcp,0.0,0.0,255,1.0,0,0,339,http,0.0,1.0,0.0,1,0.0,0.0,0.0,241,0,1,68,0.0,0.0,normal
0.0,0,0.0,0.0,SF,4,0.01,0,tcp,0.0,0.0,255,1.0,0,0,317,http,0.0,1.0,0.0,4,0.0,0.0,0.0,3245,0,1,251,0.0,0.0,normal
0.0,0,0.0,0.01,SF,80,0.0,0,udp,0.01,0.0,254,1.0,0,0,42,domain_u,0.0,1.0,0.0,160,0.0,0.0,0.0,131,0,0,255,0.0,0.0,normal
0.0,0,0.01,0.04,SF,1,0.01,0,tcp,0.0,0.0,169,0.89,0,0,986,smtp,0.0,1.0,0.0,1,0.0,0.0,0.0,368,0,1,76,0.0,0.0,normal
0.0,0,0.16,0.01,SF,4,0.0,0,icmp,0.0,0.0,37,0.15,0,0,183,urp_i,0.0,1.0,0.0,4,0.0,0.0,0.0,0,0,0,255,0.0,0.0,normal
0.0,0,0.11,0.0,SF,1,0.05,0,tcp,0.0,0.0,255,1.0,0,0,405,http,0.0,1.0,0.0,1,0.0,0.0,0.0,23786,0,1,9,0.0,0.0,normal
0.0,0,0.02,0.12,SF,1,0.03,0,tcp,0.0,0.0,70,0.76,0,0,785,smtp,0.02,1.0,0.0,1,0.0,0.0,0.0,327,0,1,50,0.0,0.0,normal
0.0,0,0.03,0.0,SF,1,0.06,0,tcp,0.0,0.06,34,1.0,0,0,258,http,0.0,1.0,0.0,1,0.03,0.0,0.0,4302,0,1,31,0.0,0.0,normal
0.0,0,0.2,0.0,SF,5,0.09,0,tcp,0.0,0.0,255,1.0,0,0,318,http,0.0,1.0,0.0,5,0.0,0.0,0.0,2649,0,1,5,0.0,0.0,normal
0.0,0,0.01,0.0,SF,8,0.0,0,tcp,0.0,0.0,255,1.0,0,0,216,http,0.0,1.0,0.0,8,0.0,0.0,0.0,1240,0,1,255,0.0,0.0,normal
0.0,0,0.02,0.0,SF,3,0.05,0,tcp,0.0,0.0,255,1.0,0,0,291,http,0.02,1.0,0.0,3,0.0,0.0,0.0,320,0,1,55,0.0,0.0,normal
0.0,0,0.05,0.0,SF,21,0.06,0,tcp,0.0,0.01,255,1.0,0,0,224,http,0.0,1.0,0.0,21,0.0,0.0,0.0,546,0,1,21,0.0,0.0,normal
0.0,542,0.04,0.01,SF,1,0.0,0,udp,0.0,0.0,224,0.88,0,0,17,domain_u,0.0,1.0,0.0,1,0.0,0.0,0.0,42,0,0,255,0.0,0.0,normal
0.0,0,0.0,0.01,SF,1,0.0,0,udp,1.0,0.0,253,0.99,0,0,29,domain_u,0.0,1.0,0.0,3,0.0,0.0,0.0,29,0,0,255,0.0,0.0,normal
0.0,0,0.01,0.02,SF,1,0.0,0,udp,0.0,0.0,143,0.92,0,0,105,private,0.0,1.0,0.0,1,0.0,0.0,0.0,147,0,0,155,0.0,0.0,normal
0.0,0,0.09,0.01,SF,12,0.0,0,icmp,0.0,0.0,3,0.01,0,0,30,eco_i,0.0,0.08,0.0,1,0.0,0.0,0.0,0,0,0,255,0.0,0.25,normal
0.0,0,0.01,0.0,SF,5,0.0,0,tcp,0.22,0.0,72,1.0,0,0,325,http,0.0,1.0,0.0,9,0.0,0.0,0.0,12884,0,1,72,0.0,0.0,normal
0.0,0,0.05,0.0,REJ,1,0.19,0,tcp,0.0,0.0,192,1.0,0,0,0,http,0.0,1.0,1.0,1,0.99,1.0,0.0,0,0,0,19,1.0,0.0,normal
0.0,0,0.63,0.04,SF,1,0.05,0,tcp,1.0,0.02,65,0.63,0,0,12,ftp_data,0.01,1.0,0.0,2,0.0,0.0,0.0,0,0,1,75,0.0,0.0,normal
0.0,0,0.01,0.0,SF,9,0.03,0,tcp,0.0,0.0,255,1.0,0,0,212,http,0.0,1.0,0.0,9,0.0,0.0,0.0,828,0,1,94,0.0,0.0,normal
0.0,0,0.0,0.0,SF,12,0.0,0,tcp,0.0,0.0,255,1.0,0,0,240,http,0.0,1.0,0.0,12,0.0,0.0,0.0,1475,0,1,255,0.0,0.0,normal
0.0,0,0.2,0.0,SF,5,0.04,0,tcp,0.0,0.0,255,1.0,0,0,292,http,0.0,1.0,0.0,5,0.0,0.0,0.0,13206,0,1,5,0.0,0.0,normal
0.0,0,0.0,0.0,SF,1,0.0,2,tcp,1.0,0.0,255,1.0,0,0,172,http,0.0,1.0,0.0,2,0.0,0.0,0.0,12793,0,1,255,0.0,0.0,normal
0.0,0,0.0,0.0,SF,3,0.0,0,tcp,0.0,0.0,255,1.0,0,0,310,http,0.0,1.0,0.0,3,0.0,0.0,0.0,788,0,1,255,0.0,0.0,normal
0.0,0,0.0,0.02,SF,4,0.0,0,udp,0.02,0.0,205,0.8,0,0,44,domain_u,0.0,1.0,0.0,84,0.0,0.0,0.0,128,0,0,255,0.0,0.0,normal
0.0,0,0.9,0.54,SF,3,0.0,0,udp,0.0,0.0,1,0.0,0,0,145,other,0.0,0.33,0.0,1,0.0,0.0,0.0,0,0,0,255,0.0,0.67,normal
0.0,0,0.0,0.01,SF,167,0.0,0,udp,0.0,0.0,254,1.0,0,0,45,domain_u,0.0,1.0,0.0,167,0.0,0.0,0.0,45,0,0,255,0.0,0.0,normal
